package Sundance::rurban::2024; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2024 Critics Ratings, 18.1.2024 - 28.1.
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"Between the Temples" (Nathan Silver) [U.S. Dramatic]
 — A cantor in a crisis of faith finds his world turned upside down when his grade school music teacher reenters his life as his new adult bat mitzvah student. Cast: Jason Schwartzman, Carol Kane, Dolly de Leon, Caroline Aaron, Robert Smigel, Madeline Weinstein. World Premiere. Available online for Public.

Allanah @Sundance ❤️‍🔥 7
Jacob Leighton      7
Lindsay Compton     7
mpaterno            7   https://letterboxd.com/mpaterno/film/a-real-pain/
Taylord             6   https://letterboxd.com/fitzg123/film/a-real-pain/
Ricky Tydus         6
Vadim Rizov         6
gschueler           6
grgia               6
glennemy            6
zack                6
wigg1ns             6
ot7an               6
ahmassaro           5
natali              5   https://letterboxd.com/nnatali/film/a-real-pain/
miguel              5
saborrow            4
Allan Peng          4
buffaloaf           2

"Stress Positions" (Theda Hammel) [U.S. Dramatic]
 — Terry Goon is keeping strict quarantine in his ex-husband’s Brooklyn brownstone while caring for his nephew — a 19-year-old model from Morocco named Bahlul — bedridden in a full leg cast after an electric scooter accident. Unfortunately for Terry, everyone in his life wants to meet the model. Cast: John Early, Qaher Harhash, Theda Hammel, Amy Zimmer, Faheem Ali, John Roberts. World Premiere. Available online for Public.

#letterboxd
drayewilson         10
Mitchell            10   https://letterboxd.com/mitchito/film/stress-positions/
Tera Toma           10
David Bax           9
Payton Hardin       9
Jon Dieringer       9
kpb357              9   https://letterboxd.com/kpb357/film/stress-positions/
Skyler              8
alysontx            8
stixpicksoffish     8
Chris_B             8
adolezal            8
Li Lai              8
Kline               8
Evan Mitchell Foster 8   https://letterboxd.com/ilcacciatore/film/stress-positions/
Aly                 8
Price Garrison      8
elisehernke         7   https://letterboxd.com/elisehernke/film/stress-positions/
Kent M. Wilhelm     7
Dor                 7
Mackenzie           7   https://letterboxd.com/mackenzholmes/film/stress-positions/
Caitlin Dubs        7
Zach Shevich        7
Jackson Spiner      7
BrighamTaylor       7
bigdealworth        7
poppasquat          7   https://letterboxd.com/poppasquat/film/stress-positions/
Tyler Walczak       7
Evan Harris         7   https://letterboxd.com/evboywonder/film/stress-positions/
Grady               7   https://letterboxd.com/grady300/film/stress-positions/
rubi                7
cinephiliaverite    6
claire              6   https://letterboxd.com/clairefri/film/stress-positions/
Eric Hoffman        6
Nick Newman-Gross   6
Brian Rowe          6   https://letterboxd.com/brianrowe/film/stress-positions/
Katie Skelly        6
scory               6
Cody Dericks        6   https://letterboxd.com/codymonster91/film/stress-positions/
Dan                 6   https://letterboxd.com/dantarctica/film/stress-positions/
Jordan Sharkey      6
Shannon Sharee      6   https://letterboxd.com/shannonsharee/film/stress-positions/
danny_robs          6
Sunil Kataria       6   https://letterboxd.com/basketballsunil/film/stress-positions/
Anthony             6   https://letterboxd.com/anthonypapetti/film/stress-positions/
christina           6   https://letterboxd.com/christinadecon/film/stress-positions/
PennieCat627        6
AGPerson            6
ali_quinlandave     6
Kyleen              6
Jason Goodman       6
Aaron Salazar       6   https://letterboxd.com/grandmahoney/film/stress-positions/
gargomaster         6   https://letterboxd.com/gargomaster/film/stress-positions/
kjaustin            6
natali              6
QueerFilmLovrNY     6
Vadim Rizov         5   https://letterboxd.com/vrizov/film/stress-positions/
nblancob            5
Curt Wedin          5
geoffk              5   https://letterboxd.com/geoffk/film/stress-positions/
JeffJensen          5
itscourtney         5
besselbebe          5
josh taylor         5
Jason Osia          5
Aud                 5
toughlovelace       5   https://letterboxd.com/toughlovelace/film/stress-positions/
Tolo Bickford       5   https://letterboxd.com/tolobickford/film/stress-positions/
Jules               5   https://letterboxd.com/yupjulia/film/stress-positions/
glennemy            4   https://letterboxd.com/glennemy/film/stress-positions/
Aaron White         4
Alex Billington     4
Justin Knoepfel     4
Joe Botten          4
Benjamin Lee        4
annajnedavis        4   https://letterboxd.com/annajnedavis/film/stress-positions/
Alex Vejar          3
Phat Ballllz        3
Eli Staub           2
Josh Staub          2
TristinBrown        2   https://letterboxd.com/tristinbrown/film/stress-positions/

"Suncoast" (Laura Chinn) [U.S. Dramatic]
 — A teenager who, while caring for her brother along with her audacious mother, strikes up an unlikely friendship with an eccentric activist who is protesting one of the most landmark medical cases of all time. Inspired by a semi-autobiographical story. Cast: Laura Linney, Woody Harrelson, Nico Parker. World Premiere. Available online for Public.

#letterboxd
Letterboxd 10_Ratings	7.60  https://letterboxd.com/film/suncoast/
Mari                6

U.S. DOCUMENTARY COMPETITION

"As We Speak" (J.M. Harper) [U.S. Documentaries]
 — Bronx rap artist Kschimemba explores the growing weaponization of rap lyrics in the United States criminal justice system and abroad — revealing how law enforcement has quietly used artistic creation as evidence in criminal cases for decades. World Premiere. Available online for Public.

#letterboxd
Lee Tyler           10

"Daughters" (Angela Patton, Natalie Rae) [U.S. Documentaries]
 — Four young girls prepare for a special Daddy Daughter Dance with their incarcerated fathers, as part of a unique fatherhood program in a Washington, D.C., jail. World Premiere. Available online for Public.

#letterboxd
isabellem13         8
emomiiu             9
Fernando            2

"EVERY LITTLE THING" (Sally Aitken, AUS) [U.S. Documentaries]
 — Amid the glamour of Hollywood, Los Angeles, a woman finds herself on a transformative journey as she nurtures wounded hummingbirds, unraveling a visually captivating and magical tale of love, fragility, healing, and the delicate beauty in tiny acts of greatness. World Premiere. Available online for Public.

#letterboxd
quietgavin          7

"FRIDA"  (Carla Gutiérrez, USA/Mexico) [U.S. Documentaries]
  — An intimately raw and magical journey through the life, mind, and heart of iconic artist Frida Kahlo. Told through her own words for the very first time — drawn from her diary, revealing letters, essays, and print interviews — and brought vividly to life by lyrical animation inspired by her unforgettable artwork. World Premiere. Available online for Public.

Amber Wilkinson         https://www.screendaily.com/reviews/frida-sundance-review/5189085.article
Carlos Aguilar          https://variety.com/2024/film/reviews/frida-review-kahlo-1235880469/
#letterboxd
shauntelyoung       10   https://letterboxd.com/shauntelyoung/film/frida-2024/
Vanessa             10   https://letterboxd.com/nessym_530/film/frida-2024/
merkymerk           10
Val                 10   https://letterboxd.com/valflorez/film/frida-2024/
howardfischer       10   https://letterboxd.com/howardfischer/film/frida-2024/
Kelsey_F            10
elize🪺              10
Hayley              9   https://letterboxd.com/hteubner/film/frida-2024/
Phaedra             9   https://letterboxd.com/phaedra/film/frida-2024/
Chris_B             9   https://letterboxd.com/chrisbohme12/film/frida-2024/
Tom                 9
adeich              8
Victoria            8
Sawyer_Young        8   https://letterboxd.com/sawyer_young/film/frida-2024/
Phat Ballllz        8
Andrew              8   https://letterboxd.com/filmguru01/film/frida-2024/
stixpicksoffish     8
lsdwa               8
ambermoinuddin      8
BrighamTaylor       8
Drew Burnett Gregory 7   https://letterboxd.com/drewgregory/film/frida-2024/
pelin               7   https://letterboxd.com/pelinkeskinliu/film/frida-2024/
Luigi               7   https://letterboxd.com/cardinal92/film/frida-2024/
millionmanymile     7
lilchorizo          7
Gustavo Herrera Taboada 6
Jason               6   https://letterboxd.com/sundancejason/film/frida-2024/
Kyle CP             6   https://letterboxd.com/4folds/film/frida-2024/
Alex Ostroff        6
tiffanygf88         6   https://letterboxd.com/tiffanygf88/film/frida-2024/
ghgilbert           6   https://letterboxd.com/ghgilbert/film/frida-2024/
laslo rojas         5
lukejohnsen         5
thekpr              5   https://letterboxd.com/thekpr/film/frida-2024/
‘Riah               5   https://letterboxd.com/mariahhfitch/film/frida-2024/
sillyajay           5   https://letterboxd.com/sillyajay/film/frida-2024/
Rogerebert.com/reviews 4
Marco Cerritos      4
Monica Castillo     4

"Gaucho Gaucho" (Michael Dweck, Gregory Kershaw, USA/Arg) [U.S. Documentaries]
 — A celebration of a community of Argentine cowboys and cowgirls, known as Gauchos, living beyond the boundaries of the modern world. World Premiere. Available online for Public.

Tim Grierson            https://www.screendaily.com/reviews/gaucho-gaucho-sundance-review/5189503.article
#letterboxd
lola d'onofrio      10   https://letterboxd.com/loladonofrio/film/gaucho-gaucho/
sdarmstadt          10
Alexander Hadden    9   https://letterboxd.com/alexanderhadden/film/gaucho-gaucho/
photobean           9
bella_pechaty       9   https://letterboxd.com/bella_pechaty/film/gaucho-gaucho/
georgewmyers        8   https://letterboxd.com/georgewmyers/film/gaucho-gaucho/
zoglass             8
gerotanoira         8   https://letterboxd.com/gerotanoira/film/gaucho-gaucho/
enteraname          8
Lini                8   https://letterboxd.com/linod/film/gaucho-gaucho/
thatonelukedude     8   https://letterboxd.com/lukascharris/film/gaucho-gaucho/
Emily               8   https://letterboxd.com/emilyfuller88/film/gaucho-gaucho/
HeadHarbor          7
nina :_             7   https://letterboxd.com/goodkissa/film/gaucho-gaucho/
Nick                7   https://letterboxd.com/giall0/film/gaucho-gaucho/
Matt Fabelman       7   https://letterboxd.com/mattfabelman/film/gaucho-gaucho/
hnnhfr              6
Garrett Cayton      6
robinswann          5
Tyler St. Pierre    5   https://letterboxd.com/tylerstp94/film/gaucho-gaucho/

"Love Machina" (Peter Sillen) [U.S. Documentaries]
  — Futurists Martine and Bina Rothblatt commission an advanced humanoid AI named Bina48 to transfer Bina’s consciousness from a human to a robot in an attempt to continue their once-in-a-galaxy love affair for the rest of time. World Premiere. Available online for Public.

Nikki Baughan           https://www.screendaily.com/reviews/love-machina-sundance-review/5189556.article
#letterboxd
Barak Gila          8   https://letterboxd.com/barakgila/film/love-machina/
Court Templeton     8
Travis Misarti      7   https://letterboxd.com/tmisarti/film/love-machina/
savannahpr          7
PrimalColors        6   https://letterboxd.com/primalcolors/film/love-machina/
makosky             6
andrewejacobs       6
sauga               5   https://letterboxd.com/sauga/film/love-machina/
Jordan Raup         5
adeich              4
Celatthecinema      4   https://letterboxd.com/celatthecinema/film/love-machina/
Dean                4

"Porcelain War" (Brendan Bellomo, Slava Leontyev, USA/Ukraine) [U.S. Documentaries]
  — Under roaring fighter jets and missile strikes, Ukrainian artists Slava, Anya, and Andrey choose to stay behind and fight, contending with the soldiers they have become. Defiantly finding beauty amid destruction, they show that although it’s easy to make people afraid, it’s hard to destroy their passion for living. World Premiere. Available online for Public.

Fionnuala Halligan      https://www.screendaily.com/reviews/porcelain-war-sundance-review/5189494.article
Dan Mecca               https://thefilmstage.com/sundance-review-porcelain-war-captures-the-absurdity-of-the-current-moment/
#letterboxd
luca42093           10   https://letterboxd.com/luca42093/film/porcelain-war/
kateyhayes          10   https://letterboxd.com/kateyhayes/film/porcelain-war/
Jitzkrieg           10
cmbarry             10   https://letterboxd.com/cmbarry/film/porcelain-war/
Garrett Cayton      10   https://letterboxd.com/gcayton1/film/porcelain-war/
Suzie Hunsaker      10
Val                 10
Nick                9   https://letterboxd.com/giall0/film/porcelain-war/
Jake_J              8
Shannon Williams    8
Dean                8
Yvette              7   https://letterboxd.com/imperatoryvette/film/porcelain-war/
Amber Jo            7
Jordan Raup         7
Kate Sensenig       7
jadenjs             7
Robert Kojder       7
WynterSolstyce      7
Lee                 7
doug22179           6   https://letterboxd.com/doug22179/film/porcelain-war/
Skyler              6
Tyler Walczak       6
AloneAwakeAware     6
Jacob Oller         6   https://letterboxd.com/jacoboller/film/porcelain-war/
Marya E. Gates      5   https://letterboxd.com/oldfilmsflicker/film/porcelain-war/
jacob_young5        4   https://letterboxd.com/jacob_young5/film/porcelain-war/
isabellem13         4

"Skywalkers: A Love StoryU" (Jeff Zimbalist) [U.S. Documentaries]
 — To save their career and relationship, a daredevil couple journey across the globe to climb the world’s last super skyscraper and perform a bold acrobatic stunt on the spire. World Premiere. Available online for Public.

Owen Gleiberman         https://variety.com/2024/film/reviews/skywalkers-a-love-story-review-sundance-1235877337/
#letterboxd
sbrumfield          10   https://letterboxd.com/sbrumfield/film/skywalkers-a-love-story/
loganchirigotis     10   https://letterboxd.com/loganchirigotis/film/skywalkers-a-love-story/
jeffreyobrien       10   https://letterboxd.com/jeffreyobrien/film/skywalkers-a-love-story/
jcmovie             10   https://letterboxd.com/jcmovie/film/skywalkers-a-love-story/
mv🦋                 10
jmlund93            10   https://letterboxd.com/jmlund93/film/skywalkers-a-love-story/
hudsin              10   https://letterboxd.com/hudsin/film/skywalkers-a-love-story/
alysontx            10
Abigail B.          10
ehtones             10   https://letterboxd.com/ehtones/film/skywalkers-a-love-story/
Minah Worley _Oh_   10
Spacey              10   https://letterboxd.com/iamspaceship/film/skywalkers-a-love-story/
Kristin McCracken   10   https://letterboxd.com/mccrackhouse/film/skywalkers-a-love-story/
ZachsFavorites      10
stefball            10   https://letterboxd.com/stefball/film/skywalkers-a-love-story/
Tyler St. Pierre    10   https://letterboxd.com/tylerstp94/film/skywalkers-a-love-story/
mdrmdr              10   https://letterboxd.com/mdrmdr/film/skywalkers-a-love-story/
The Fonz            9   https://letterboxd.com/knifexhits/film/skywalkers-a-love-story/
Lanky_J             9   https://letterboxd.com/jwar27/film/skywalkers-a-love-story/
frostrz             9
DrSponce            9   https://letterboxd.com/drsponce/film/skywalkers-a-love-story/
Matt Benton         9   https://letterboxd.com/matthewbenton/film/skywalkers-a-love-story/
MaxBennion          9   https://letterboxd.com/maxbennion/film/skywalkers-a-love-story/
Garrett Cayton      9   https://letterboxd.com/gcayton1/film/skywalkers-a-love-story/
gabewolfe           9
besselbebe          8
the_oranje10        8   https://letterboxd.com/the_oranje10/film/skywalkers-a-love-story/
BrandonLikes        8   https://letterboxd.com/brandonlikes/film/skywalkers-a-love-story/
Lucy                8   https://letterboxd.com/buglife1101/film/skywalkers-a-love-story/
ajbourscheid6       8
andrewejacobs       8
Rachel              8   https://letterboxd.com/rhalilej/film/skywalkers-a-love-story/
Juuuki              8
andrewweir          8   https://letterboxd.com/andrewweir/film/skywalkers-a-love-story/
erichmond           8
Hayes18             8
Joe Botten          8   https://letterboxd.com/themnmovieman/film/skywalkers-a-love-story/
Kevin Wozniak       8   https://letterboxd.com/kevflix/film/skywalkers-a-love-story/
A.A. Dowd           8
Grady               8   https://letterboxd.com/grady300/film/skywalkers-a-love-story/
Max Scheidhauer     8
gene9892            8   https://letterboxd.com/gene9892/film/skywalkers-a-love-story/
Gilly               7   https://letterboxd.com/galooboi/film/skywalkers-a-love-story/
Adam_B              7
Roland Meier        7   https://letterboxd.com/totalfilmfreak/film/skywalkers-a-love-story/
Marcelo Quesada     7
2mm2                7
Philip              7   https://letterboxd.com/bhilibweinman/film/skywalkers-a-love-story/
LewisFrostMeade     6
Jason               6   https://letterboxd.com/sundancejason/film/skywalkers-a-love-story/
ani_mov             6   https://letterboxd.com/ani_mov/film/skywalkers-a-love-story/
Quinnifer           5

"Sugarcane" (Julian Brave NoiseCat, Emily Kassie, USA/Canada) [U.S. Documentaries]
  — An investigation into abuse and missing children at an Indian residential school ignites a reckoning on the nearby Sugarcane Reserve. World Premiere. Available online for Public.

Dan Mecca               https://thefilmstage.com/sundance-review-sugarcane-builds-a-tapestry-of-trauma/
#letterboxd
Jennifer            10
Weezieee            10
Evan Mitchell Foster 10
lisa                9   https://letterboxd.com/lisa2702/film/sugarcane/
notselflara         8
weakley             8
claire              8   https://letterboxd.com/clairefri/film/sugarcane/
Jordan Raup         8
Jordan              7
quietgavin          7   https://letterboxd.com/quietgavin/film/sugarcane/

"Union" (Stephen Maing, Brett Story)  [U.S. Documentaries]
 — The Amazon Labor Union (ALU) — a group of current and former Amazon workers in New York City’s Staten Island — takes on one of the world’s largest and most powerful companies in the fight to unionize. World Premiere. Available online for Public.

#letterboxd
Julian Mitchell-Israel 10
Paul Crucero        8

WORLD CINEMA DRAMATIC COMPETITION

"Brief History of a Family" (Jianjie Lin, China/France/Denmark/Qatar) [World Dramatic]
 — A middle-class family’s fate becomes intertwined with their only son’s enigmatic new friend in post one-child policy China, putting unspoken secrets, unmet expectations, and untended emotions under the microscope. Cast: Feng Zu, Keyu Guo, Xilun Sun, Muran Lin. World Premiere. Available online for Public.

#letterboxd
JukeboxFluke        10
Jackson Jones       9   https://letterboxd.com/iceteaenjoyer/film/brief-history-of-a-family/
jossfilms           9   https://letterboxd.com/jossfilms/film/brief-history-of-a-family/
deekast             9   https://letterboxd.com/deekast/film/brief-history-of-a-family/
Barak Gila          9   https://letterboxd.com/barakgila/film/brief-history-of-a-family/
Kennedy             9   https://letterboxd.com/katb0b0/film/brief-history-of-a-family/
worm_emoji          9
anniebananahnie     9   https://letterboxd.com/anniebananahnie/film/brief-history-of-a-family/
LoudAndClearRvs     9
Hadar               9
kirbo               9
ENinaRothe          9
liamweil            8   https://letterboxd.com/liamweil/film/brief-history-of-a-family/
edkemper            8
Jose Solís          8
enteraname          8
chloe               8
Chris_B             8   https://letterboxd.com/chrisbohme12/film/brief-history-of-a-family/
howardfischer       8   https://letterboxd.com/howardfischer/film/brief-history-of-a-family/
crow2x              8
Yortj               8
emma                8
Rami                8   https://letterboxd.com/ramiramirami/film/brief-history-of-a-family/
Jake_J              8
panelli             8
Bourdieu            8
Kolby9k             8   https://letterboxd.com/kolby9k/film/brief-history-of-a-family/
Li Lai              8
Landry Harlan       8
Hannah              8   https://letterboxd.com/hannnnnnnah/film/brief-history-of-a-family/
isabella            8
Mosquino            8
Abdul Latif         8
Brit                7
izzygoihman         7   https://letterboxd.com/izzygoihman/film/brief-history-of-a-family/
Bobby               7   https://letterboxd.com/bobisafriad/film/brief-history-of-a-family/
parker gibbons      7   https://letterboxd.com/parker_gibbons/film/brief-history-of-a-family/
Chris Beiser        7   https://letterboxd.com/ctbeiser/film/brief-history-of-a-family/
